Order ID,Product ID,Product Title,Quantity,TotalPrice,CustomerName,CustomerEmail
85,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,30.20,Customer-85,customer85@example.com,
86,gid://shopify/Product/2,The Minimal Snowboard,1,22.11,Customer-86,customer86@example.com,
87,gid://shopify/Product/3,The Archived Snowboard,5,44.19,Customer-87,customer87@example.com,
88,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,82.80,Customer-88,customer88@example.com,
89,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,87.11,Customer-89,customer89@example.com,
90,gid://shopify/Product/2,The Minimal Snowboard,10,31.60,Customer-90,customer90@example.com,
91,gid://shopify/Product/3,The Archived Snowboard,1,31.23,Customer-91,customer91@example.com,
92,gid://shopify/Product/2,The Minimal Snowboard,6,58.51,Customer-92,customer92@example.com,
93,gid://shopify/Product/3,The Archived Snowboard,8,52.27,Customer-93,customer93@example.com,
94,gid://shopify/Product/1,The Videographer Snowboard,5,18.69,Customer-94,customer94@example.com,
95,gid://shopify/Product/1,The Videographer Snowboard,10,55.01,Customer-95,customer95@example.com,
96,gid://shopify/Product/2,The Minimal Snowboard,3,62.44,Customer-96,customer96@example.com,
97,gid://shopify/Product/2,The Minimal Snowboard,3,60.52,Customer-97,customer97@example.com,
98,gid://shopify/Product/3,The Archived Snowboard,10,107.28,Customer-98,customer98@example.com,
99,gid://shopify/Product/1,The Videographer Snowboard,2,85.59,Customer-99,customer99@example.com,
100,gid://shopify/Product/1,The Videographer Snowboard,3,86.00,Customer-100,customer100@example.com,
101,gid://shopify/Product/1,The Videographer Snowboard,5,23.59,Customer-101,customer101@example.com,
102,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,21.44,Customer-102,customer102@example.com,
103,gid://shopify/Product/1,The Videographer Snowboard,5,106.91,Customer-103,customer103@example.com,
104,gid://shopify/Product/3,The Archived Snowboard,2,31.39,Customer-104,customer104@example.com,
105,gid://shopify/Product/1,The Videographer Snowboard,7,24.34,Customer-105,customer105@example.com,
106,gid://shopify/Product/1,The Videographer Snowboard,4,14.09,Customer-106,customer106@example.com,
107,gid://shopify/Product/3,The Archived Snowboard,3,108.61,Customer-107,customer107@example.com,
108,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,29.06,Customer-108,customer108@example.com,
109,gid://shopify/Product/1,The Videographer Snowboard,5,27.48,Customer-109,customer109@example.com,
110,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,47.71,Customer-110,customer110@example.com,
111,gid://shopify/Product/3,The Archived Snowboard,5,27.81,Customer-111,customer111@example.com,
112,gid://shopify/Product/1,The Videographer Snowboard,1,63.47,Customer-112,customer112@example.com,
113,gid://shopify/Product/3,The Archived Snowboard,2,48.47,Customer-113,customer113@example.com,
114,gid://shopify/Product/1,The Videographer Snowboard,10,88.48,Customer-114,customer114@example.com,
115,gid://shopify/Product/1,The Videographer Snowboard,1,47.01,Customer-115,customer115@example.com,
116,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,91.73,Customer-116,customer116@example.com,
117,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,17.37,Customer-117,customer117@example.com,
118,gid://shopify/Product/3,The Archived Snowboard,3,69.76,Customer-118,customer118@example.com,
119,gid://shopify/Product/2,The Minimal Snowboard,6,40.25,Customer-119,customer119@example.com,
120,gid://shopify/Product/3,The Archived Snowboard,6,102.87,Customer-120,customer120@example.com,
121,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,54.02,Customer-121,customer121@example.com,
122,gid://shopify/Product/3,The Archived Snowboard,7,19.99,Customer-122,customer122@example.com,
123,gid://shopify/Product/2,The Minimal Snowboard,8,20.23,Customer-123,customer123@example.com,
124,gid://shopify/Product/2,The Minimal Snowboard,6,85.10,Customer-124,customer124@example.com,
125,gid://shopify/Product/2,The Minimal Snowboard,2,44.41,Customer-125,customer125@example.com,
126,gid://shopify/Product/1,The Videographer Snowboard,4,66.76,Customer-126,customer126@example.com,
127,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,39.40,Customer-127,customer127@example.com,
128,gid://shopify/Product/3,The Archived Snowboard,2,72.99,Customer-128,customer128@example.com,
129,gid://shopify/Product/2,The Minimal Snowboard,3,85.50,Customer-129,customer129@example.com,
130,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,2,50.33,Customer-130,customer130@example.com,
131,gid://shopify/Product/3,The Archived Snowboard,9,105.27,Customer-131,customer131@example.com,
132,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,36.48,Customer-132,customer132@example.com,
133,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,86.55,Customer-133,customer133@example.com,
134,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,49.26,Customer-134,customer134@example.com,
135,gid://shopify/Product/1,The Videographer Snowboard,1,95.81,Customer-135,customer135@example.com,
136,gid://shopify/Product/1,The Videographer Snowboard,2,109.49,Customer-136,customer136@example.com,
137,gid://shopify/Product/1,The Videographer Snowboard,1,23.76,Customer-137,customer137@example.com,
138,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,10,74.82,Customer-138,customer138@example.com,
139,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,27.24,Customer-139,customer139@example.com,
140,gid://shopify/Product/3,The Archived Snowboard,10,65.84,Customer-140,customer140@example.com,
141,gid://shopify/Product/2,The Minimal Snowboard,10,106.62,Customer-141,customer141@example.com,
142,gid://shopify/Product/3,The Archived Snowboard,4,41.89,Customer-142,customer142@example.com,
143,gid://shopify/Product/2,The Minimal Snowboard,3,68.04,Customer-143,customer143@example.com,
144,gid://shopify/Product/3,The Archived Snowboard,4,90.34,Customer-144,customer144@example.com,
145,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,11.51,Customer-145,customer145@example.com,
146,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,84.97,Customer-146,customer146@example.com,
147,gid://shopify/Product/1,The Videographer Snowboard,2,53.28,Customer-147,customer147@example.com,
148,gid://shopify/Product/1,The Videographer Snowboard,2,50.46,Customer-148,customer148@example.com,
149,gid://shopify/Product/3,The Archived Snowboard,8,33.33,Customer-149,customer149@example.com,
150,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,83.18,Customer-150,customer150@example.com,
151,gid://shopify/Product/2,The Minimal Snowboard,1,43.59,Customer-151,customer151@example.com,
152,gid://shopify/Product/3,The Archived Snowboard,5,28.99,Customer-152,customer152@example.com,
153,gid://shopify/Product/1,The Videographer Snowboard,1,73.14,Customer-153,customer153@example.com,
154,gid://shopify/Product/3,The Archived Snowboard,10,93.07,Customer-154,customer154@example.com,
155,gid://shopify/Product/2,The Minimal Snowboard,4,71.92,Customer-155,customer155@example.com,
156,gid://shopify/Product/1,The Videographer Snowboard,9,25.58,Customer-156,customer156@example.com,
157,gid://shopify/Product/1,The Videographer Snowboard,5,21.44,Customer-157,customer157@example.com,
158,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,29.86,Customer-158,customer158@example.com,
159,gid://shopify/Product/2,The Minimal Snowboard,6,107.69,Customer-159,customer159@example.com,
160,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,2,43.98,Customer-160,customer160@example.com,
161,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,62.54,Customer-161,customer161@example.com,
162,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,38.30,Customer-162,customer162@example.com,
163,gid://shopify/Product/3,The Archived Snowboard,2,109.02,Customer-163,customer163@example.com,
164,gid://shopify/Product/1,The Videographer Snowboard,5,104.62,Customer-164,customer164@example.com,
165,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,53.08,Customer-165,customer165@example.com,
166,gid://shopify/Product/1,The Videographer Snowboard,6,80.06,Customer-166,customer166@example.com,
167,gid://shopify/Product/2,The Minimal Snowboard,7,15.78,Customer-167,customer167@example.com,
168,gid://shopify/Product/1,The Videographer Snowboard,1,101.37,Customer-168,customer168@example.com,
169,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,24.03,Customer-169,customer169@example.com,
170,gid://shopify/Product/2,The Minimal Snowboard,4,89.20,Customer-170,customer170@example.com,
171,gid://shopify/Product/3,The Archived Snowboard,8,46.05,Customer-171,customer171@example.com,
172,gid://shopify/Product/1,The Videographer Snowboard,8,109.51,Customer-172,customer172@example.com,
173,gid://shopify/Product/3,The Archived Snowboard,7,37.28,Customer-173,customer173@example.com,
174,gid://shopify/Product/1,The Videographer Snowboard,1,65.60,Customer-174,customer174@example.com,
175,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,103.33,Customer-175,customer175@example.com,
176,gid://shopify/Product/1,The Videographer Snowboard,2,76.99,Customer-176,customer176@example.com,
177,gid://shopify/Product/1,The Videographer Snowboard,8,36.18,Customer-177,customer177@example.com,
178,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,83.24,Customer-178,customer178@example.com,
179,gid://shopify/Product/2,The Minimal Snowboard,1,58.98,Customer-179,customer179@example.com,
180,gid://shopify/Product/3,The Archived Snowboard,8,42.97,Customer-180,customer180@example.com,
181,gid://shopify/Product/2,The Minimal Snowboard,6,19.41,Customer-181,customer181@example.com,
182,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,15.79,Customer-182,customer182@example.com,
183,gid://shopify/Product/3,The Archived Snowboard,5,50.92,Customer-183,customer183@example.com,
184,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,2,54.24,Customer-184,customer184@example.com,
185,gid://shopify/Product/2,The Minimal Snowboard,8,29.49,Customer-185,customer185@example.com,
186,gid://shopify/Product/2,The Minimal Snowboard,9,45.95,Customer-186,customer186@example.com,
187,gid://shopify/Product/3,The Archived Snowboard,3,42.30,Customer-187,customer187@example.com,
188,gid://shopify/Product/3,The Archived Snowboard,3,69.67,Customer-188,customer188@example.com,
189,gid://shopify/Product/3,The Archived Snowboard,4,73.54,Customer-189,customer189@example.com,
190,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,2,104.35,Customer-190,customer190@example.com,
191,gid://shopify/Product/3,The Archived Snowboard,9,18.83,Customer-191,customer191@example.com,
192,gid://shopify/Product/3,The Archived Snowboard,6,82.33,Customer-192,customer192@example.com,
193,gid://shopify/Product/1,The Videographer Snowboard,7,75.07,Customer-193,customer193@example.com,
194,gid://shopify/Product/3,The Archived Snowboard,3,103.71,Customer-194,customer194@example.com,
195,gid://shopify/Product/1,The Videographer Snowboard,10,54.90,Customer-195,customer195@example.com,
196,gid://shopify/Product/3,The Archived Snowboard,5,77.31,Customer-196,customer196@example.com,
197,gid://shopify/Product/2,The Minimal Snowboard,4,45.72,Customer-197,customer197@example.com,
198,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,53.68,Customer-198,customer198@example.com,
199,gid://shopify/Product/1,The Videographer Snowboard,8,45.23,Customer-199,customer199@example.com,
200,gid://shopify/Product/3,The Archived Snowboard,1,60.19,Customer-200,customer200@example.com,
201,gid://shopify/Product/1,The Videographer Snowboard,5,109.34,Customer-201,customer201@example.com,
202,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,102.12,Customer-202,customer202@example.com,
203,gid://shopify/Product/3,The Archived Snowboard,2,93.75,Customer-203,customer203@example.com,
204,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,84.27,Customer-204,customer204@example.com,
205,gid://shopify/Product/2,The Minimal Snowboard,8,62.91,Customer-205,customer205@example.com,
206,gid://shopify/Product/2,The Minimal Snowboard,7,73.10,Customer-206,customer206@example.com,
207,gid://shopify/Product/2,The Minimal Snowboard,8,109.01,Customer-207,customer207@example.com,
208,gid://shopify/Product/2,The Minimal Snowboard,8,90.84,Customer-208,customer208@example.com,
209,gid://shopify/Product/2,The Minimal Snowboard,10,40.26,Customer-209,customer209@example.com,
210,gid://shopify/Product/1,The Videographer Snowboard,5,76.55,Customer-210,customer210@example.com,
211,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,9,69.31,Customer-211,customer211@example.com,
212,gid://shopify/Product/2,The Minimal Snowboard,7,91.81,Customer-212,customer212@example.com,
213,gid://shopify/Product/3,The Archived Snowboard,5,38.41,Customer-213,customer213@example.com,
214,gid://shopify/Product/3,The Archived Snowboard,9,14.77,Customer-214,customer214@example.com,
215,gid://shopify/Product/3,The Archived Snowboard,2,79.96,Customer-215,customer215@example.com,
216,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,81.37,Customer-216,customer216@example.com,
217,gid://shopify/Product/2,The Minimal Snowboard,8,52.46,Customer-217,customer217@example.com,
218,gid://shopify/Product/2,The Minimal Snowboard,8,56.98,Customer-218,customer218@example.com,
219,gid://shopify/Product/2,The Minimal Snowboard,9,92.79,Customer-219,customer219@example.com,
220,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,8,97.75,Customer-220,customer220@example.com,
221,gid://shopify/Product/3,The Archived Snowboard,8,12.26,Customer-221,customer221@example.com,
222,gid://shopify/Product/3,The Archived Snowboard,6,85.58,Customer-222,customer222@example.com,
223,gid://shopify/Product/2,The Minimal Snowboard,7,44.40,Customer-223,customer223@example.com,
224,gid://shopify/Product/1,The Videographer Snowboard,2,89.71,Customer-224,customer224@example.com,
225,gid://shopify/Product/3,The Archived Snowboard,7,89.13,Customer-225,customer225@example.com,
226,gid://shopify/Product/1,The Videographer Snowboard,7,80.83,Customer-226,customer226@example.com,
227,gid://shopify/Product/2,The Minimal Snowboard,6,60.91,Customer-227,customer227@example.com,
228,gid://shopify/Product/3,The Archived Snowboard,4,49.37,Customer-228,customer228@example.com,
229,gid://shopify/Product/1,The Videographer Snowboard,5,72.96,Customer-229,customer229@example.com,
230,gid://shopify/Product/2,The Minimal Snowboard,10,18.64,Customer-230,customer230@example.com,
231,gid://shopify/Product/2,The Minimal Snowboard,8,74.52,Customer-231,customer231@example.com,
232,gid://shopify/Product/2,The Minimal Snowboard,8,107.31,Customer-232,customer232@example.com,
233,gid://shopify/Product/2,The Minimal Snowboard,1,80.80,Customer-233,customer233@example.com,
234,gid://shopify/Product/3,The Archived Snowboard,10,16.49,Customer-234,customer234@example.com,
235,gid://shopify/Product/1,The Videographer Snowboard,4,21.70,Customer-235,customer235@example.com,
236,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,3,21.30,Customer-236,customer236@example.com,
237,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,88.65,Customer-237,customer237@example.com,
238,gid://shopify/Product/2,The Minimal Snowboard,5,24.89,Customer-238,customer238@example.com,
239,gid://shopify/Product/2,The Minimal Snowboard,2,85.42,Customer-239,customer239@example.com,
240,gid://shopify/Product/1,The Videographer Snowboard,1,68.46,Customer-240,customer240@example.com,
241,gid://shopify/Product/3,The Archived Snowboard,1,61.57,Customer-241,customer241@example.com,
242,gid://shopify/Product/1,The Videographer Snowboard,5,88.14,Customer-242,customer242@example.com,
243,gid://shopify/Product/3,The Archived Snowboard,8,84.93,Customer-243,customer243@example.com,
244,gid://shopify/Product/1,The Videographer Snowboard,5,44.78,Customer-244,customer244@example.com,
245,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,29.59,Customer-245,customer245@example.com,
246,gid://shopify/Product/2,The Minimal Snowboard,9,20.92,Customer-246,customer246@example.com,
247,gid://shopify/Product/1,The Videographer Snowboard,8,106.37,Customer-247,customer247@example.com,
248,gid://shopify/Product/1,The Videographer Snowboard,1,73.70,Customer-248,customer248@example.com,
249,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,27.41,Customer-249,customer249@example.com,
250,gid://shopify/Product/1,The Videographer Snowboard,9,87.96,Customer-250,customer250@example.com,
251,gid://shopify/Product/3,The Archived Snowboard,9,20.50,Customer-251,customer251@example.com,
252,gid://shopify/Product/3,The Archived Snowboard,3,74.67,Customer-252,customer252@example.com,
253,gid://shopify/Product/2,The Minimal Snowboard,6,41.89,Customer-253,customer253@example.com,
254,gid://shopify/Product/3,The Archived Snowboard,6,21.16,Customer-254,customer254@example.com,
255,gid://shopify/Product/2,The Minimal Snowboard,4,72.56,Customer-255,customer255@example.com,
256,gid://shopify/Product/1,The Videographer Snowboard,6,89.55,Customer-256,customer256@example.com,
257,gid://shopify/Product/1,The Videographer Snowboard,1,57.73,Customer-257,customer257@example.com,
258,gid://shopify/Product/3,The Archived Snowboard,5,25.48,Customer-258,customer258@example.com,
259,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,66.16,Customer-259,customer259@example.com,
260,gid://shopify/Product/1,The Videographer Snowboard,9,74.93,Customer-260,customer260@example.com,
261,gid://shopify/Product/3,The Archived Snowboard,2,84.13,Customer-261,customer261@example.com,
262,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,74.00,Customer-262,customer262@example.com,
263,gid://shopify/Product/1,The Videographer Snowboard,8,13.17,Customer-263,customer263@example.com,
264,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,93.11,Customer-264,customer264@example.com,
265,gid://shopify/Product/1,The Videographer Snowboard,10,76.45,Customer-265,customer265@example.com,
266,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,42.67,Customer-266,customer266@example.com,
267,gid://shopify/Product/2,The Minimal Snowboard,8,87.73,Customer-267,customer267@example.com,
268,gid://shopify/Product/3,The Archived Snowboard,1,37.25,Customer-268,customer268@example.com,
269,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,79.46,Customer-269,customer269@example.com,
270,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,53.77,Customer-270,customer270@example.com,
271,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,7,35.92,Customer-271,customer271@example.com,
272,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,4,82.64,Customer-272,customer272@example.com,
273,gid://shopify/Product/1,The Videographer Snowboard,9,42.74,Customer-273,customer273@example.com,
274,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,82.30,Customer-274,customer274@example.com,
275,gid://shopify/Product/3,The Archived Snowboard,6,76.09,Customer-275,customer275@example.com,
276,gid://shopify/Product/2,The Minimal Snowboard,3,100.19,Customer-276,customer276@example.com,
277,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,6,56.89,Customer-277,customer277@example.com,
278,gid://shopify/Product/2,The Minimal Snowboard,10,67.91,Customer-278,customer278@example.com,
279,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,1,25.88,Customer-279,customer279@example.com,
280,gid://shopify/Product/3,The Archived Snowboard,7,29.01,Customer-280,customer280@example.com,
281,gid://shopify/Product/1,The Videographer Snowboard,3,40.46,Customer-281,customer281@example.com,
282,gid://shopify/Product/2,The Minimal Snowboard,10,57.71,Customer-282,customer282@example.com,
283,gid://shopify/Product/2,The Minimal Snowboard,3,29.64,Customer-283,customer283@example.com,
284,gid://shopify/Product/3,The Archived Snowboard,1,98.72,Customer-284,customer284@example.com,
285,gid://shopify/Product/4,The Collection Snowboard: Hydrogen,5,82.29,Customer-285,customer285@example.com,
286,gid://shopify/Product/3,The Archived Snowboard,8,38.51,Customer-286,customer286@example.com,
287,gid://shopify/Product/2,The Minimal Snowboard,9,55.51,Customer-287,customer287@example.com,
288,gid://shopify/Product/3,The Archived Snowboard,8,97.38,Customer-288,customer288@example.com,
289,gid://shopify/Product/2,The Minimal Snowboard,10,26.00,Customer-289,customer289@example.com,
290,gid://shopify/Product/3,The Archived Snowboard,3,109.81,Customer-290,customer290@example.com,
291,gid://shopify/Product/3,The Archived Snowboard,2,38.33,Customer-291,customer291@example.com,
292,gid://shopify/Product/1,The Videographer Snowboard,5,92.68,Customer-292,customer292@example.com,
293,gid://shopify/Product/3,The Archived Snowboard,6,15.33,Customer-293,customer293@example.com,
